,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu599,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,0,0,0,2,0,0,0,Eukaryota;SAR;Stramenopiles,Otu599,Eukaryota;SAR;Stramenopiles,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Chrysophyceae-Synurophyceae; o__Chrysophyceae-Synurophyceae_X; f__Clade-F; g__Botrydiopsis; s__Botrydiopsis+pyrenoidosa,AJ579337,97.69,,,,,,,
Otu42,1,8,1,458,13,7,1,8,2,37,4,1,4,1,5,0,2,3,2,1,32,3,2,13,3,2,0,2,505,4,39,21,1,79,25,5,3,6,3,7,5,34,3,2,4,4,3,1,1,3,3,5,2,3,1,974,2,2,12,2,2,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,3,12,5,2,1,0,0,0,0,80,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,Otu42,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,#N/A,#N/A,#N/A,,,,,,,
Otu1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina,Otu1487,Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Bicoecea; o__Bicoecales; f__Bicoecaceae; g__Bicoecaceae_X; s__Bicoecaceae_X+sp.,EU162647,96.02,,,,,,,
Otu2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Eukaryota,Otu2923,Eukaryota,#N/A,#N/A,#N/A,,,,,,,
Otu873,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales,Otu873,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales,d__Eukaryota; sg__Archaeplastida; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae_X; f__Sphaeropleales; g__Bracteacoccus; s__Bracteacoccus+sp.,HQ188980,100,,,,,,,
Otu1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,Otu1380,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Pratylenchus; s__Pratylenchus+fallax,KC875393,100,,,,,,,
Otu1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,Otu1520,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+sp.,EF024505,93.64,,,,,,,
Otu2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,10,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata,Otu2473,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Aleiodes; s__Aleiodes+praetor,DQ022278,96.61,,,,,,,
Otu2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Mortierellales;uncultured Eimeriidae,Otu2208,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Mortierellales;uncultured Eimeriidae,d__Eukaryota; sg__Rhizaria; p__Radiolaria; c__Polycystinea; o__Spumellarida; f__Spumellarida-Group-I; g__Spumellarida-Group-I_X; s__Spumellarida-Group-I_X+sp.,GU821149,89.2,,,,,,,
Otu110,0,1,6,0,4,1,1,3,21,2,29,2,0,6,4,7,3,8,26,16,2,1,2,1,6,14,1,4,0,19,0,6,2,3,22,3,3,2,2,1,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,10,2,0,1,5,3,8,0,2,0,1,2,0,2,1,1,0,6,8,1,0,1,5,0,0,1,0,0,0,1,1,4,1,0,2,2,17,0,0,0,0,0,0,7,11,11,15,0,2,3,0,Eukaryota;SAR;Stramenopiles,Otu110,Eukaryota;SAR;Stramenopiles,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Hyphochytriomyceta; o__Hyphochytrydiales; f__Hyphochrytriaceae; g__Hyphochytrium; s__Hyphochytrium+catenoides,X80344,100,,,,,,,
Otu2155,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,2,2,7,0,1,0,36,0,2,2,0,4,0,0,2,1,0,0,1,0,0,0,16,11,0,1,0,0,1,0,0,0,4,2,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,Otu2155,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,#N/A,#N/A,#N/A,,,,,,,
Otu2354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida,Otu2354,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Euglypha; s__Euglypha+rotunda,AJ418783,100,,,,,,,
Otu445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,Otu445,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Aphelenchoides; s__Aphelenchoides+bicaudatus,AY284643,100,,,,,,,
Otu2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria,Otu2757,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Litostomatea; o__Haptoria; f__Enchelyidae; g__Enchelys; s__Enchelys+polynucleata,DQ411861,95.43,,,,,,,
Otu1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,8,7,27,17,7,1,0,19,3,0,21,6,2,5,2,2,5,2,0,1,3,0,0,10,0,3,0,0,0,0,0,3,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia,Otu1604,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Spirotrichea; o__Hypotrichia; f__Hypotrichia_X; g__Pseudourostyla; s__Pseudourostyla+cristata,DQ019318,93.79,,,,,,,
Otu2211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,Otu2211,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Labyrinthulea; o__Thraustochytriales; f__Thraustochytriaceae; g__Thraustochytriaceae_X; s__Thraustochytriaceae_X+sp.,DQ104585,96.57,,,,,,,
Otu1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,Otu1191,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostomidae_X; s__Rhogostomidae_X+sp.,EF023812,92.06,,,,,,,
Otu71,13,11,40,9,2,4,71,5,35,0,5,11,0,22,3,11,3,1,0,5,2,10,7,8,3,0,1,1,14,1,0,6,7,13,6,8,18,7,1,10,0,1,0,0,0,5,2,1,1,0,0,0,0,0,0,1,0,2,3,0,2,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,7,6,7,16,16,19,4,0,21,10,16,26,11,22,7,12,5,9,20,15,16,3,12,7,11,54,31,28,93,1,18,15,13,34,31,12,32,21,27,18,3,10,0,7,14,4,20,0,0,0,8,11,16,2,31,36,30,5,6,Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae,Otu71,Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Endomyxa; o__Vampyrellida; f__Leptophryidae; g__Platyreta; s__Platyreta+germanica,AY941201,99.43,,,,,,,
Otu1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,1,5,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota,Otu1045,Eukaryota,d__Eukaryota; sg__Amoebozoa; p__Conosa; c__Variosea; o__Variosea_X; f__Phalansteriidae; g__Phalansterium; s__Phalansterium+sp.,EF143966,91.67,,,,,,,
Otu425,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,1,2,2,0,0,2,0,4,1,0,0,1,2,0,1,1,2,0,3,1,2,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Eukaryota,Otu425,Eukaryota,d__Eukaryota; sg__Amoebozoa; p__Conosa; c__Variosea; o__ATCC50593-Flamella-WIM80-lineage; f__ATCC50593-lineage; g__ATCC50593-lineage_X; s__ATCC50593-lineage_X+sp.,EU273440,89.71,,,,,,,
Otu2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Tremellaceae,Otu2175,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Tremellaceae,#N/A,#N/A,#N/A,,,,,,,
Otu1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,Otu1799,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,#N/A,#N/A,#N/A,,,,,,,
Otu1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta,Otu1304,Eukaryota;SAR;Stramenopiles;Ochrophyta,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Xanthophyceae; o__Xanthophyceae_X; f__Xanthophyceae_XX; g__Chlorellidium; s__Chlorellidium+tetrabotrys,FJ030892,95.43,,,,,,,
Otu2306,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,Otu2306,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,#N/A,#N/A,#N/A,,,,,,,
Otu545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,123,0,1,0,0,1,0,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina,Otu545,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina,#N/A,#N/A,#N/A,,,,,,,
Otu314,0,0,0,0,1,0,5,0,0,2,0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,2,1,0,1,0,0,2,3,1,0,0,1,4,0,1,0,0,2,3,4,3,6,2,5,3,12,2,1,2,4,0,6,4,2,3,4,27,7,11,5,30,48,15,2,10,8,5,2,7,18,4,29,5,24,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu314,Eukaryota,#N/A,#N/A,#N/A,,,,,,,
Otu961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,1,0,0,0,0,0,0,0,2,1,1,2,8,1,0,2,0,0,0,3,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Tribonematales,Otu961,Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Tribonematales,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Xanthophyceae; o__Xanthophyceae_X; f__Xanthophyceae_XX; g__Heterothrix; s__Heterothrix+debilis,U43277,94.86,,,,,,,
Otu1354,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae,Otu1354,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Chrysophyceae-Synurophyceae; o__Chrysophyceae-Synurophyceae_X; f__Clade-B2; g__Chrysamoeba; s__Chrysamoeba+mikrokonta,AF123287,93.75,,,,,,,
Otu3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,Otu3290,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,#N/A,#N/A,#N/A,,,,,,,
